name,slug,released,genre,rating,metacritic
Chinatown Hop Around,chinatown-hop-around,2020-04-09,Platformer,0.0,
Space Pool Alpha,space-pool-alpha,2020-04-09,Sports,0.0,
3 LIVES,3-lives,2020-04-10,Action,0.0,
Scriven,scriven,2020-04-09,Action,0.0,
hæmbot,haembot,2020-04-09,Action,0.0,
Eli (faxdoc),eli-faxdoc,2020-04-09,Action,0.0,
Challenge From Beyond,challenge-from-beyond,2020-04-09,Puzzle,0.0,
Joy Boy Adventures (Demo Ver.),joy-boy-adventures-demo-ver,2020-04-09,Platformer,0.0,
INSOMNIA (itch) (Carmen Parra),insomnia-itch-carmen-parra,2020-04-09,Simulation,0.0,
Idle Workout !,idle-workout,2020-03-30,Casual,0.0,
Hook Puzzle 3D -Perfect Sort,hook-puzzle-3d-perfect-sort,2020-04-05,Casual,0.0,
Deathless (alpha),deathless-alpha,2020-04-10,Adventure,0.0,
Day Zero (itch) (CodeManu),day-zero-itch-codemanu,2020-04-10,Adventure,0.0,
Fetch! (itch) (nickbiglin),fetch-itch-nickbiglin,2020-04-10,Shooter,0.0,
Forced Corruption,forced-corruption,2020-04-10,Adventure,0.0,
Hello! From Pluto!,hello-from-pluto,2020-04-10,Adventure,0.0,
Lab Dash,lab-dash,2020-04-08,Action,0.0,
Hotdog Generator,hotdog-generator,2020-04-08,none,0.0,
Brisca,brisca,2020-04-08,none,0.0,
Boba Factory,boba-factory,2020-04-08,Simulation,0.0,
Pixel RPG,pixel-rpg,2020-04-08,Adventure,0.0,
georges funny math game chapter 4 the deathouse,georges-funny-math-game-chapter-4-the-deathouse,2020-04-08,Educational,0.0,
untitled stealth game,untitled-stealth-game,2020-04-08,Strategy,0.0,
"Ready All, Row! - Prototype",ready-all-row-prototype,2020-04-08,RPG,0.0,
Plague Doctor Simulator,plague-doctor-simulator,2020-04-08,Strategy,0.0,
Rainbow Quest,rainbow-quest,2020-04-08,Platformer,0.0,
EPDLRJ,epdlrj,2020-04-08,none,0.0,
Wary Futuristic 2.0,wary-futuristic-20,2020-04-09,Adventure,0.0,
SuperiorLinculnBros,superiorlinculnbros,2020-04-09,Platformer,0.0,
Respawn (Gamer165),respawn-gamer165,2020-04-09,Platformer,0.0,
Water Defender,water-defender,2020-04-09,none,0.0,
SchoolDventure,schooldventure,2020-04-09,none,0.0,
o terceiro jogo mais dificil do mund,o-terceiro-jogo-mais-dificil-do-mund,2020-04-09,none,0.0,
Undying Horror,undying-horror,2020-04-09,Action,0.0,
Gold Bash,gold-bash,2020-04-09,Platformer,0.0,
Fun With Multiplication,fun-with-multiplication,2020-04-09,Educational,0.0,
Where the Sidewalk Ends,where-the-sidewalk-ends,2020-04-09,none,0.0,
Ghost&Zombie,ghostzombie,2020-04-09,Fighting,0.0,
CoronaClean,coronaclean,2020-04-09,Educational,0.0,
Deep Limpets,deep-limpets,2020-04-09,Shooter,0.0,
A Perilous Adventure,a-perilous-adventure,2020-04-09,RPG,0.0,
Cube Racer Web,cube-racer-web,2020-04-09,Platformer,0.0,
Spooky Jewel Collector,spooky-jewel-collector,2020-04-09,none,0.0,
A small packet,a-small-packet,2020-04-09,none,0.0,
#GanaAlBicho | Handsteroids,ganaalbicho-handsteroids,2020-04-08,Action,0.0,
Untitled Platformer,untitled-platformer-2,2020-04-08,Platformer,0.0,
BALL 2D (Mac Jones),ball-2d-mac-jones,2020-04-08,Platformer,0.0,
Cyber Trail,cyber-trail,2020-04-08,Platformer,0.0,
Bird Drop Original Upload Version,bird-drop-original-upload-version,2020-04-08,none,0.0,
Gabu e o Fruto,gabu-e-o-fruto,2020-04-08,Educational,0.0,
Sleepwalker (itch) (Kai),sleepwalker-itch-kai,2020-04-08,none,0.0,
The Marvelous Adventures of Dart,the-marvelous-adventures-of-dart,2020-04-08,Platformer,0.0,
Olympix 2020 (RamDonStudios),olympix-2020-ramdonstudios,2020-04-08,none,0.0,
Hobo Merchant - Trading Game,hobo-merchant-trading-game,2020-04-08,Simulation,0.0,
Blackjack - Hunters Destiny,blackjack-hunters-destiny,2020-04-08,none,0.0,
MotherHeart Demo,motherheart-demo,2020-04-08,none,0.0,
Towns Like Ours,towns-like-ours,2020-04-08,RPG,0.0,
"DARK CITY FOURTH STREET, Part One: The Sprawl",dark-city-fourth-street-part-one-the-sprawl,2020-04-08,Adventure,0.0,
ダッシュ,datsushiyu,2020-04-08,Platformer,0.0,
Yuurei Project,yuurei-project,2020-04-08,Platformer,0.0,
Bitcoin Clicker V.1,bitcoin-clicker-v1,2020-04-08,none,0.0,
2003,game-704,2020-04-08,Simulation,0.0,
Airships and Trains Tilesets,airships-and-trains-tilesets,2020-04-08,RPG,0.0,
Freakin' Out,freakin-out,2020-04-08,Simulation,0.0,
Grand Bout,grand-bout,2020-04-08,Action,0.0,
First Perspective Scene,first-perspective-scene,2020-04-08,none,0.0,
HeightCalculator,heightcalculator,2020-04-08,Action,0.0,
Slime Scrolling,slime-scrolling,2020-04-08,Platformer,0.0,
Enigma - acertijos imposibles,enigma-acertijos-imposibles,2020-04-08,Puzzle,0.0,
Ânimo,animo,2020-04-08,none,0.0,
#QUARANTEAM,quaranteam,2020-04-08,Educational,0.0,
Memorias de Verao,memorias-de-verao,2020-04-08,Puzzle,0.0,
JollyFarm,jollyfarm,2020-04-08,Adventure,0.0,
Terminal Hacker (itch) (Scott Coffman),terminal-hacker-itch-scott-coffman,2020-04-08,Simulation,0.0,
Dino Eats Le Cakes!,dino-eats-le-cakes,2020-04-08,none,0.0,
Endless Falling Simulator,endless-falling-simulator,2020-04-08,Simulation,0.0,
Bird Drop (AMA_AVA),bird-drop-ama_ava,2020-04-08,none,0.0,
Faz um favor?,faz-um-favor,2020-04-08,Platformer,0.0,
Germs Tower Defense,germs-tower-defense,2020-04-07,Strategy,0.0,
Hipodromo,hipodromo,2020-04-09,Simulation,0.0,
Sténopé,stenope,2020-04-09,none,0.0,
Project Mars,project-mars,2020-04-09,Action,0.0,
Checkers (Kleber Andrade),checkers-kleber-andrade,2020-04-09,Strategy,0.0,
Blood River Base,blood-river-base,2020-04-09,Shooter,0.0,
Sushi Tap,sushi-tap,2020-04-09,Platformer,0.0,
The Rotarran (Amjad) (Amjad),the-rotarran-amjad-amjad,2020-04-09,Adventure,0.0,
O meme certo,o-meme-certo,2020-04-09,none,0.0,
Liberation Army,liberation-army,2020-04-09,Strategy,0.0,
Dinodoors,dinodoors,2020-04-09,none,0.0,
Triangle Shooter,triangle-shooter,2020-04-09,Adventure,0.0,
The Cook,the-cook,2020-03-21,Casual,0.0,
Car Parker Smartphone,car-parker-smartphone,2020-04-09,none,0.0,
The Sole Sentry,the-sole-sentry,2020-04-09,Action,0.0,
FitToBeat,fittobeat,2020-04-09,Educational,0.0,
Trivia Ixd,trivia-ixd,2020-04-09,Strategy,0.0,
universal,universal,2020-04-08,Puzzle,0.0,
Kokoro Kuesuto,kokoro-kuesuto,2020-04-08,RPG,0.0,
AMINO SHIFT,amino-shift,2020-04-08,none,0.0,
Charlie's Adventures in the Heart Kingdom,charlies-adventures-in-the-heart-kingdom,2020-04-08,Adventure,0.0,
Box?,box-4,2020-04-07,Adventure,0.0,
Trampoline Gunmen Minigames,trampoline-gunmen-minigames,2020-04-07,Shooter,0.0,
Swipe to Love,swipe-to-love,2020-04-07,Puzzle,0.0,
ALABMON,alabmon,2020-04-07,Adventure,0.0,
The House in the Field,the-house-in-the-field,2020-04-07,Adventure,0.0,
Planar Escape (Alexander Wilson),planar-escape-alexander-wilson,2020-04-07,Puzzle,0.0,
Lunar Mission,lunar-mission,2020-04-07,Simulation,0.0,
Ball Smash,ball-smash,2020-04-07,Action,0.0,
World War 2,world-war-2,2020-04-07,none,0.0,
Rupert Reset,rupert-reset,2020-04-07,Platformer,0.0,
Small Lizard (V Español),small-lizard-v-espanol,2020-04-07,Platformer,0.0,
Covid Panic,covid-panic,2020-04-07,none,0.0,
Game Jam 6: Supermarket Stockpile,game-jam-6-supermarket-stockpile,2020-04-07,Action,0.0,
Chaos Spy,chaos-spy,2020-04-07,none,0.0,
Super Basic Man,super-basic-man,2020-04-06,Platformer,0.0,
Caminando Entre Sombras,caminando-entre-sombras,2020-04-06,none,0.0,
Down with the sickness,down-with-the-sickness,2020-04-06,Shooter,0.0,
Grave Skies,grave-skies,2020-04-06,Action,0.0,
GLACIAL ADVENTURE - Atari's Frostbite remake,glacial-adventure-ataris-frostbite-remake,2020-04-06,Action,0.0,
Redline (itch),redline-itch,2020-04-06,none,0.0,
DarkPhear,darkphear,2020-04-06,RPG,0.0,
Firestorm (ethanz),firestorm-ethanz,2020-04-06,none,0.0,
Sky Ranger,sky-ranger,2020-04-06,Shooter,0.0,
Sole Food,sole-food,2020-04-06,none,0.0,
Colordodge,colordodge,2020-04-06,Shooter,0.0,
Proelium no Cutremari,proelium-no-cutremari,2020-04-06,Platformer,0.0,
The Reset,the-reset,2020-04-06,Platformer,0.0,
Balanced Nutrition,balanced-nutrition,2020-04-06,none,0.0,
Stay Healthy (HibouEterno),stay-healthy-hiboueterno,2020-04-07,Educational,0.0,
PaperSchmup,paperschmup,2020-04-07,none,0.0,
Un dia a la vez,un-dia-a-la-vez,2020-04-07,none,0.0,
Leukocyte Virus Crusher for Android,leukocyte-virus-crusher-for-android,2020-04-07,Platformer,0.0,
Paleontology Zoo,paleontology-zoo,2020-04-07,Action,0.0,
Just Another Helix Game,just-another-helix-game,2020-04-07,none,0.0,
Into the Union,into-the-union,2020-04-06,Shooter,0.0,
JumperMan,jumperman,2020-04-06,Platformer,0.0,
Watchman Demo,watchman-demo,2020-04-06,Adventure,0.0,
Work From Home Dad,work-from-home-dad,2020-04-06,Simulation,0.0,
Tight rope Tim,tight-rope-tim,2020-04-06,none,0.0,
Fulcrum Frenzy,fulcrum-frenzy,2020-04-06,none,0.0,
Świnki Trzy #ZostańWDomuRóbGry,swinki-trzy-zostanwdomurobgry,2020-04-06,Platformer,0.0,
Bonanza,bonanza,2020-04-06,none,0.0,
Rising Flame,rising-flame,2020-04-06,RPG,0.0,
80s street games,80s-street-games,2020-04-06,Adventure,0.0,
2120,game-707,2020-04-06,Shooter,0.0,
Balance Tower,balance-tower,2020-04-06,none,0.0,
The Gate Keeper (LPstudio),the-gate-keeper-lpstudio,2020-04-06,Platformer,0.0,
Volcanic Mechanic,volcanic-mechanic,2020-04-06,Shooter,0.0,
EggProtector,eggprotector,2020-04-06,Action,0.0,
BoxFall - For ScoreSpace #8,boxfall-for-scorespace-8,2020-04-06,none,0.0,
Manual Self-Destruction,manual-self-destruction,2020-04-07,Shooter,0.0,
Don Nadie,don-nadie,2020-04-07,none,0.0,
Cooking Club - CaveJam,cooking-club-cavejam,2020-04-07,none,0.0,
Balance (Jam Edition),balance-jam-edition,2020-04-06,Simulation,0.0,
Luka o Filo,luka-o-filo,2020-04-06,none,0.0,
NAPIL,napil,2020-04-06,Racing,0.0,
Rodent Runner,rodent-runner,2020-04-06,Platformer,0.0,
Sk8terboi And This Cruel World,sk8terboi-and-this-cruel-world,2020-04-06,none,0.0,
Highway,highway,2020-04-06,Puzzle,0.0,
AIM (mikesaladino),aim-mikesaladino,2020-04-06,none,0.0,
Block Busters (itch),block-busters-itch,2020-04-06,Action,0.0,
Merlin (itch),merlin-itch,2020-04-06,Shooter,0.0,
Jump in the Sky (itch),jump-in-the-sky-itch,2020-04-06,Platformer,0.0,
Be the Indie Wrestler,be-the-indie-wrestler,2020-04-06,none,0.0,
Wojowniczy Myszojeleń,wojowniczy-myszojelen,2020-04-06,Shooter,0.0,
King Wizard Adventures,king-wizard-adventures,2020-04-06,Platformer,0.0,
Unleash the Archer,unleash-the-archer,2020-04-04,Action,0.0,
dont struggle testing,dont-struggle-testing,2020-04-05,none,0.0,
Cocktail Bar,cocktail-bar,2020-04-05,Action,0.0,
Just Shoot And Run,just-shoot-and-run,2020-04-05,Action,0.0,
Sewer Surfing,sewer-surfing,2020-04-05,Sports,0.0,
Concealed Adventures,concealed-adventures,2020-04-06,Adventure,0.0,
Partisan (itch) (Alex Cooper),partisan-itch-alex-cooper,2020-04-06,Puzzle,0.0,
I am Block,i-am-block,2020-04-06,Action,0.0,
ESTAMOS BIEN,estamos-bien,2020-04-06,none,0.0,
Sniper therapy,sniper-therapy,2020-04-06,Shooter,0.0,
Bobotanic friends,bobotanic-friends,2020-04-06,Adventure,0.0,
March Madness,march-madness,2020-04-06,Simulation,0.0,
Miyumi and Friends in the Scarlett Mansion,miyumi-and-friends-in-the-scarlett-mansion,2020-04-06,Puzzle,0.0,
Numbezzled,numbezzled,2020-04-06,Puzzle,0.0,
InvisiBall (oryam Halachmi),invisiball-oryam-halachmi,2020-04-06,Shooter,0.0,
Attack of the Invisible Well-Beings,attack-of-the-invisible-well-beings,2020-04-06,Action,0.0,
Hangar 18,hangar-18,2020-04-06,none,0.0,
Gamma (ItsMaS),gamma-itsmas,2020-04-06,none,0.0,
Creepeat,creepeat,2020-04-06,none,0.0,
Viral Menace,viral-menace,2020-04-06,Action,0.0,
Animal Wars - Final Game,animal-wars-final-game,2020-04-06,Strategy,0.0,
Guard Duty (itch),guard-duty-itch,2020-04-06,Action,0.0,
Timothy and the Tower of Mu (PGMMV update),timothy-and-the-tower-of-mu-pgmmv-update,2020-04-06,Platformer,0.0,
Sugar Stack,sugar-stack,2020-04-06,none,0.0,
Forecast,forecast,2020-04-06,Action,0.0,
PlayCo-Sample 9: Confetti,playco-sample-9-confetti,2020-04-06,Simulation,0.0,
Who is really the enemy?,who-is-really-the-enemy,2020-04-06,Action,0.0,
Lady Priest Lawnmower,lady-priest-lawnmower,2020-04-06,Educational,0.0,
CULOSSEUM,culosseum,2020-04-06,Strategy,0.0,
Flipside (HomeTeam GameDev),flipside-hometeam-gamedev,2020-04-06,Platformer,0.0,
TP Shooter,tp-shooter,2020-04-06,Shooter,0.0,
Submarine Hunt,submarine-hunt,2020-04-06,Shooter,0.0,
No Grayscale,no-grayscale,2020-04-06,Shooter,0.0,
Młotek i Gwóźdź,mlotek-i-gwozdz,2020-04-06,none,0.0,
DICHAISHIY TRESHAK Part 3,dichaishiy-treshak-part-3,2020-04-06,none,0.0,
El Raven contento,el-raven-contento,2020-04-06,none,0.0,
TheGoldRushBeta,thegoldrushbeta,2020-04-06,Action,0.0,
Final 1,final-1-2,2020-04-06,none,0.0,
WitchSlayer,witchslayer,2020-04-06,Platformer,0.0,
Vapor Rider Sunrise,vapor-rider-sunrise,2020-04-06,Racing,0.0,
What Lies in the Dark (slantyRJ),what-lies-in-the-dark-slantyrj,2020-04-06,none,0.0,
Space Dodge 2.0,space-dodge-20,2020-04-06,none,0.0,
"Lights Out (itch) (J,)",lights-out-itch-j,2020-04-06,none,0.0,
CoronaMouse,coronamouse,2020-04-06,none,0.0,
Fungi Garden,fungi-garden,2020-04-06,Adventure,0.0,
Kingdom Come Dice,kingdom-come-dice-2,2020-04-06,Strategy,0.0,
LOCKEDOWN,lockedown,2020-04-06,Action,0.0,
Dungeons explorer,dungeons-explorer,2020-04-05,none,0.0,
Alphashot,alphashot,2020-04-05,Action,0.0,
Escape from Alpha,escape-from-alpha,2020-04-06,Adventure,0.0,
Odbudowa Auuu!,odbudowa-auuu,2020-04-06,Platformer,0.0,
Hungry Meat,hungry-meat,2020-04-06,Action,0.0,
George's funny math game chapter 2 is dumb,georges-funny-math-game-chapter-2-is-dumb,2020-04-06,none,0.0,
Primitier,primitier,2020-04-06,Simulation,0.0,
The BoxRobot game,the-boxrobot-game,2020-04-06,Adventure,0.0,
PuzzlePolygons,puzzlepolygons,2020-04-06,Puzzle,0.0,
The Forest Thief,the-forest-thief,2020-04-06,Platformer,0.0,
Akira (demo),akira-demo,2020-04-06,Action,0.0,
Davie The Slapper,davie-the-slapper,2020-04-06,Shooter,0.0,
Little Spark,little-spark,2020-04-06,none,0.0,
Logos's Island,logoss-island,2020-04-06,none,0.0,
Prototype Metroidvania,prototype-metroidvania,2020-04-06,none,0.0,
Infection Transmission Simulation,infection-transmission-simulation,2020-04-06,none,0.0,
Inconspicuous,inconspicuous,2020-04-06,Simulation,0.0,
Zombies Vs Aliens!?!?!?!?,zombies-vs-aliens,2020-04-06,Action,0.0,
Evil Against Evil,evil-against-evil,2020-04-06,none,0.0,
送小鸡回家 sendchickenhome,song-xiao-ji-hui-jia-sendchickenhome,2020-04-16,Casual,0.0,
2MD: VR Football Evolution,2md-vr-football-evolution,2020-04-01,Action,0.0,
Orqa FPV.SkyDive,orqa-fpvskydive,2020-04-22,Racing,0.0,
Tower of God,tower-of-god-2,2020-04-10,Action,0.0,
Lonecastle,lonecastle,2020-04-07,Casual,0.0,
MECH ERA,mech-era,2020-03-30,RPG,0.0,
Kill Yourself,kill-yourself,2020-03-30,Indie,0.0,
Escape From Durka,escape-from-durka,2020-05-27,Simulation,0.0,
Heroes Of Maidan 3: Crimean Battle,heroes-of-maidan-3-crimean-battle,2020-01-10,Indie,0.0,
Dingleberries,dingleberries,2020-03-23,Platformer,0.0,
The Broston Saga,the-broston-saga,2020-04-25,Adventure,0.0,
Beatitas,beatitas,2020-05-22,Strategy,0.0,
法利恩戰記（Furion Chronicles）,fa-li-en-zhan-ji-furion-chronicles,2020-03-15,Strategy,0.0,
Strip Black Jack - Manga Edition,strip-black-jack-manga-edition,2020-04-09,Casual,0.0,
Tinieblas Jr's Adventures,tinieblas-jrs-adventures,2020-02-12,Indie,0.0,
来上大学吧！,lai-shang-da-xue-ba,2020-04-15,Casual,0.0,
Stocksynd House,stocksynd-house,2020-03-20,Indie,0.0,
Euphoria: Supreme Mechanics,euphoria-supreme-mechanics,2020-04-17,Indie,0.0,
Anime Girls Mini Jigsaw Puzzles,anime-girls-mini-jigsaw-puzzles,2020-01-10,Casual,0.0,
Anime Girls Switch Puzzles,anime-girls-switch-puzzles,2020-02-07,Casual,0.0,
Race Maniacs,race-maniacs,2020-03-26,Casual,0.0,
Dancing with Anime Girls 2,dancing-with-anime-girls-2,2020-03-27,Casual,0.0,
Math Puzzle Alpha Challenge,math-puzzle-alpha-challenge,2020-04-09,Casual,0.0,
Face on Fire,face-on-fire,2020-06-01,Indie,0.0,
Em-A-Zurvival,em-a-zurvival,2020-03-20,Casual,0.0,
Epic Card Game,epic-card-game,2020-02-19,Card,0.0,
A Lanterns Glow,a-lanterns-glow,2020-05-01,Indie,0.0,
Blind Blade II,blind-blade-ii,2020-04-09,Indie,0.0,
OS Omega,os-omega,2020-04-23,Indie,0.0,
Frog Space,frog-space,2020-04-16,Indie,0.0,
Virtual Viking,virtual-viking,2020-04-08,Simulation,0.0,
Kingdom vs Zombies,kingdom-vs-zombies,2020-04-20,Strategy,0.0,
Cosmic Flow: A Relaxing VR Experience,cosmic-flow-a-relaxing-vr-experience,2020-03-12,Indie,0.0,
Mega Hasan,mega-hasan,2020-01-13,Indie,0.0,
Istoria,istoria-2,2020-04-07,Strategy,0.0,
King of Spies,king-of-spies,2020-04-17,Casual,0.0,
Post Scriptum CTG: Collectible Token Game,post-scriptum-ctg-collectible-token-game,2020-03-12,Strategy,0.0,
Comic Book Tycoon,comic-book-tycoon,2020-03-19,Casual,0.0,
Utopia Colony,utopia-colony,2020-02-14,Adventure,0.0,
Blured Angel,blured-angel,2020-04-12,Indie,0.0,
Blood Branched Sakura,blood-branched-sakura,2020-03-13,Indie,0.0,
Texas Holdem Poker: Solo King,texas-holdem-poker-solo-king,2020-03-04,Adventure,0.0,
Oh Frog,oh-frog,2020-04-20,Casual,0.0,
Escort Alia,escort-alia,2020-03-30,Indie,0.0,
Ancient charm,ancient-charm,2020-03-11,Casual,0.0,
Gamer Shop Simulator,gamer-shop-simulator,2020-03-13,Casual,0.0,
TECH DEMO: Pulse Forge VR,tech-demo-pulse-forge-vr,2020-03-10,Casual,0.0,
Tinker Racers,tinker-racers,2020-03-01,Racing,0.0,
love the game,love-the-game,2020-04-10,Casual,0.0,
Arko,arko,2020-04-16,Casual,0.0,
Underneath,underneath,2020-01-05,Adventure,0.0,
Karma City Police,karma-city-police,2020-04-10,Indie,0.0,
Monster Girls You-ki Chan,monster-girls-you-ki-chan,2020-04-15,Indie,0.0,
The Valley of Super Flowers,the-valley-of-super-flowers,2020-03-27,Casual,0.0,
Oh My Girl,oh-my-girl,2020-03-26,Casual,0.0,
Bock Bock,bock-bock,2020-04-15,Racing,0.0,
Shake Your Body,shake-your-body,2020-01-12,Indie,0.0,
Hentai Splash,hentai-splash,2020-03-26,Action,0.0,
I Wanna Maker,i-wanna-maker,2020-02-13,Indie,0.0,
Gem Master,gem-master,2020-05-04,Casual,0.0,
Astronarch,astronarch,2020-03-31,Strategy,0.0,
Make Me LAG,make-me-lag,2020-03-14,Indie,0.0,
Space Foes,space-foes-2,2020-04-12,Casual,0.0,
Cranky Cannon,cranky-cannon,2020-03-06,Casual,0.0,
Dreadtides,dreadtides,2020-04-02,Strategy,0.0,
War Smith,war-smith,2020-04-17,Casual,0.0,
Panic Station VR,panic-station-vr,2020-02-27,Indie,0.0,
Virus Popper,virus-popper,2020-04-09,Action,0.0,
Puzzle Solitaire!,puzzle-solitaire,2020-04-07,Card,0.0,
Idle Mechanic Manager Tycoon,idle-mechanic-manager-tycoon,2020-04-09,Strategy,0.0,
Garden Harvest Link Match,garden-harvest-link-match,2020-02-17,Board Games,0.0,
Project Heartbeat,project-heartbeat,2020-03-26,Indie,0.0,
College Football: Dynasty Sim,college-football-dynasty-sim,2020-03-07,Simulation,0.0,
Diligent prospector,diligent-prospector,2020-04-13,Platformer,0.0,
The Voice Of God,the-voice-of-god,2020-04-13,none,0.0,
Pack Man! re-make,pack-man-re-make,2020-04-13,Platformer,0.0,
Plague: the Tale of One City,plague-the-tale-of-one-city,2020-04-13,Strategy,0.0,
PRATSS' ADVENTURE,pratss-adventure,2020-04-13,Platformer,0.0,
Acronia (alpha demo),acronia-alpha-demo,2020-04-13,Platformer,0.0,
Fear the dark,fear-the-dark,2020-04-13,Shooter,0.0,
Color Coded (Meekro),color-coded-meekro,2020-04-13,none,0.0,
ABORT JUMP,abort-jump,2020-04-13,none,0.0,
Box Drop,box-drop,2020-04-13,Strategy,0.0,
Lock Room,lock-room,2020-04-13,Puzzle,0.0,
A flor,a-flor,2020-04-13,none,0.0,
Black Plague Doctor,black-plague-doctor,2020-04-12,none,0.0,
Plague Escape,plague-escape,2020-04-12,Puzzle,0.0,
DesRepair,desrepair,2020-04-12,Platformer,0.0,
Sick City,sick-city,2020-04-12,Adventure,0.0,
Scientifique,scientifique,2020-04-12,Strategy,0.0,
Torotoga,torotoga,2020-04-12,none,0.0,
Invasión Insana (enzo_costilla),invasion-insana-enzo_costilla,2020-04-12,Platformer,0.0,
Gabriel Oliver Unity Playground Challenge Assignment,gabriel-oliver-unity-playground-challenge-assignme,2020-04-12,none,0.0,
Alkemisto,alkemisto,2020-04-12,Puzzle,0.0,
Robo_recall-the platformer,robo_recall-the-platformer,2020-04-12,Platformer,0.0,
"Not Scary, Didn't Scare",not-scary-didnt-scare,2020-04-12,none,0.0,
Johnsensei's Classroom,johnsenseis-classroom,2020-04-12,Educational,0.0,
Heartless reseller is Roguelike,heartless-reseller-is-roguelike,2020-04-14,Casual,0.0,
Kika & Daigo: A Curious Tale,kika-daigo-a-curious-tale,2020-01-21,Casual,0.0,
The Yolk Street,the-yolk-street,2020-04-01,Casual,0.0,
Tunnel Vision,tunnel-vision-2,2020-04-21,Casual,0.0,
Lufulus' Creatures,lufulus-creatures,2020-01-31,Casual,0.0,
Gift Girl,gift-girl,2020-03-13,Casual,0.0,
Lightale,lightale,2020-03-03,Indie,0.0,
Cartonfall: Fortress - Defend Cardboard Castle,cartonfall-fortress-defend-cardboard-castle,2020-04-16,Action,0.0,
End of War 1945,end-of-war-1945,2020-05-08,Casual,0.0,
My Adventure（我的冒险）,my-adventurewo-de-mou-xian,2020-04-15,Adventure,0.0,
Five Nights With Piglet's 2 Rebooted,five-nights-with-piglets-2-rebooted,2020-04-18,none,0.0,
Kumpels (itch),kumpels-itch,2020-05-13,Adventure,0.0,
Don't Not Move,dont-not-move,2020-05-23,none,0.0,
